# Architecture 2.0: Granular Silicon Errata & Defect Archaeology Dataset
# Extraction Timestamp: 2026-08-24T09:39:07.847358+00:00
# Total Processor Families: 19
# Total Itemized Errata: 1771
# Primary Source Documents & Cryptographic Hashes (SHA256):
#   - Broadwell-EP              | 334165-007US       | SHA256: aa5667e23db98656ec0c3b46be19f7db40a1ceb8bb8479c8dee605748397017d | https://cdrdv2.intel.com/v1/dl/getContent/334165
#   - Skylake-SP                | 336065-017US       | SHA256: 0b4429daf3a28ba81d9da8fc739df208370f75cf2ec1588492418c181c3add1b | https://cdrdv2.intel.com/v1/dl/getContent/336065
#   - Cascade Lake              | 338848-016US       | SHA256: 49ba22ce4851f6c44245ea94e7ee3273bb447f0ba34c0238c5d71eb6e39f1940 | https://cdrdv2.intel.com/v1/dl/getContent/338848
#   - Ice Lake-SP               | 637780-008US       | SHA256: b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3 | https://cdrdv2.intel.com/v1/dl/getContent/637780
#   - Sapphire Rapids           | 772415-022US       | SHA256: ab8c4f13e7e0560ab91bbc08652457ce274240d1c1c906ed59cbc7e8f4039454 | https://cdrdv2.intel.com/v1/dl/getContent/772415
#   - Emerald Rapids            | 793902-008US       | SHA256: 8291e69871b384d2b7af27854fb62fd4c417fe2092cff4fa4d9e8678f6c1e33e | https://cdrdv2.intel.com/v1/dl/getContent/793902
#   - Coffee Lake               | 337346-015US       | SHA256: 454ba48aa5b74f63764e38f17c82bbc6ad2acb621304ba1b41655a1846d5e5f4 | https://cdrdv2.intel.com/v1/dl/getContent/337346
#   - Ice Lake-U / Comet Lake   | 341079-011US       | SHA256: e8b42aac9d0af23eefee822acc8442bd544f56c53070b4b91f38e029b91e753c | https://cdrdv2.intel.com/v1/dl/getContent/341079
#   - Rocket Lake               | 634808-005US       | SHA256: 7e28cacfd053acaf1ec4e007702f09e1aa449d2bc6c945908160765d439c9c33 | https://cdrdv2.intel.com/v1/dl/getContent/634808
#   - Tiger Lake                | 631123-010US       | SHA256: 9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f | https://cdrdv2.intel.com/v1/dl/getContent/631123
#   - Alder Lake                | 682436-037US       | SHA256: ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0 | https://cdrdv2.intel.com/v1/dl/getContent/682436
#   - Raptor Lake               | 740518-019US       | SHA256: bb06d3c89d30b12dae667bb342c0366db6efdda7e5ec8e0683678af399b4f167 | https://cdrdv2.intel.com/v1/dl/getContent/740518
#   - Meteor Lake               | 792254-009US       | SHA256: 98f4ca933df0fe632c71cc13013b1b24c4e4ee6569ab5285a5e60d2d41618804 | https://cdrdv2.intel.com/v1/dl/getContent/792254
#   - Lunar Lake                | 827538-003US       | SHA256: 26a3fc9ce5c83636d9b2c89f6dcdbac0b394dc30676fad10d9571e506b65a24b | https://cdrdv2.intel.com/v1/dl/getContent/827538
#   - Arrow Lake                | 834774-001US       | SHA256: b6426e3432838dbe19ba8abc99da0075df1c0aa688d3c599c6b6a07c72789805 | https://cdrdv2.intel.com/v1/dl/getContent/834774
#   - Zen 1 (Naples)            | 55449 Rev 1.21     | SHA256: 9345cdd3a297b317b2b02098b1b31c9fa7ec504f0ec36dd5da15ad99410e241f | https://docs.amd.com/api/khub/documents/abOrVU_gcO7ZsC3qDF4uNQ/content
#   - Zen 2 (Rome)              | 56323 Rev 1.15     | SHA256: db6c4662272e0278b1a7e89bed3d17a600b15e07f18063fb648c281e7fe2bfff | https://docs.amd.com/api/khub/documents/V2_PYRjhtUCkuQy_LbO5Zg/content
#   - Zen 4 (Genoa)             | 57926 Rev 1.09     | SHA256: 0244dcb4d3ca209782518909ca17860b455046c32b5035864398733e795c8da5 | https://docs.amd.com/api/khub/documents/aBaGVEhC_kN7n61TYp_76A/content
#   - Zen 5 (Turin)             | 58730 Rev 1.03     | SHA256: fd66fb68ffdd58fbff75ad7354622ef4e2fd64002817d2daaf4eecbd13e7105d | https://docs.amd.com/api/khub/documents/l7TodT1HuS0vIc3~4AgUvw/content
#
processor_name,vendor,launch_year,erratum_id,title,subsystem_category,symptom,workaround_type,status,source_doc_id,source_doc_url,source_doc_sha256,extraction_timestamp
Tiger Lake,Intel,2020,TGL36,PkgC7 or Deeper Exits May Lead to Display Flicker,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL37,VCVTPS2PH To Memory May Update MXCSR in the Case of a Fault on Store,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL38,Memory Contents May Not be Accessible After a Warm Reset,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL39,Processor May Generate Malformed TLP,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL40,System May Experience an Internal Timeout Error When Directing Intel® PT to,Memory Hierarchy,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL41,N/A. Erratum has been removed.,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL42,Spurious FIVR OCP Event May Occur During Boot,Power / DVFS / Clocking,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL43,Embedded Display Flicker May be Observed During Idle Scenarios,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL44,False MC1 Error Reported in the Shadow of an Internal Timer Error,Power / DVFS / Clocking,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL45,PCIe* Link May Fail to Train Upon Exit From L1.2,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL46,DMI Link Failure During L1 Exit,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL47,Setting MISC_FEATURE_CONTROL.DISABLE_THREE_STRIKE_CNT Does Not,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL48,Intel® PT TIP.PGD May Not Have Target IP Payload,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL49,Intel® Processor Trace PSB+ Packets May Contain Unexpected Packets,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL50,Intel® PT Trace May Drop Second Byte of CYC Packet,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL51,VM Entry That Clears TraceEn May Generate a FUP,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL52,Intel® PT Trace May Contain Incorrect Data When Configured With Single,Memory Hierarchy,Silent Data Corruption (SDC),Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL53,"On Instructions Longer Than 15 Bytes, #GP Exception is Prioritized And",Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL54,Mismatch on DR6 Value When Breakpoint Match is on Bitmap Address,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL55,Unaligned CET-SS Stack Token Does Not Signal #GP,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL56,USB 3.0 Device May Not be Detected or May Down Train to USB 2.0 Speed,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL57,Call Instruction Wrapping Around The 32-bit Address Boundary May Return to,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL58,USB 3.2 Gen 1x1 Port Does Not Send 16 Polling LFPS Burst,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL59,Incorrect MCACOD For L2 Prefetch MCE,Branch Predictor / Decoder,Machine Check Exception (MCE),Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL60,Crashlog and Telemetry BAR May Not Function Correctly,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL61,LFENCE Instruction May Not Prevent FSFP Forwarding,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL62,GPU Hang When Async Compute is Enabled,Memory Hierarchy,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL63,Branch Predictor May Produce Incorrect Instruction Pointer,Branch Predictor / Decoder,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL64,Processor May Encrypt TME Exclude Range if Mapped to Remap Range,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL65,No Fix xHCI Force Header Command,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL66,USB Type-C Monitor Removal May Result In System Hang,PCIe / CXL / Platform IO,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL67,USB 3.2 DbC Sublink Speed Attribute ID (SSID) Value,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL68,Processor May Hang During a Microcode Update,Memory Hierarchy,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL69,No Fix xHCI Out of Order ACK Due to,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL70,No Fix xHCI Controller Hang With Zero-,PCIe / CXL / Platform IO,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL71,Intel® PT Incorrect CR3-Filtering,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL72,Incorrect Last Branch From Value in BTS Branch Record During a Task Switch,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL73,Certain VMCS Fields May be Incorrect During STM to VMX Transitions,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL74,MPX_FUSE_OVERRIDE Register May Trigger General Protection Fault,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Tiger Lake,Intel,2020,TGL75,Debug Exceptions May Be Lost or Misreported When MOV SS or POP SS,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,631123-010US,https://cdrdv2.intel.com/v1/dl/getContent/631123,9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL1,X87 FDP Value May be Saved Incorrectly,Execution Units / ALU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL2,Debug Exceptions May be Lost or Misreported When MOV SS or POP SS,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL3,N/A. Erratum has been removed.,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL4,"BMI1, BMI2, LZCNT, ADXC, And ADOX Instructions May Not Generate an",Execution Units / ALU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL5,Exit Qualification For EPT Violations on Instruction Fetches May Incorrectly,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL6,Processor May Generate Spurious Page Faults On Shadow Stack Pages,Security / Speculation / Enclaves,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL7,Processor May Hang if Warm Reset Triggers During BIOS Initialization,Memory Hierarchy,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL8,System May Hang When Bus-Lock Detection Is Enabled and EPT Resides in,Virtualization / MMU / IOMMU,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL9,Processor May Generate Malformed TLP,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL10,No #GP May be Signaled When Setting,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL11,N/A. Erratum has been removed.,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL12,Last Branch Records May Not Survive Warm Reset,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL13,PCIe Link May Fail to Train Upon Exit From L1.2,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL14,Incorrectly Formed PCIe Packets May Generate Correctable Errors,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL15,No Fix #UD May be Delivered Instead of Other Exceptions,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL16,Type-C Host Controller Does Not Support Certain Qword Accesses,Execution Units / ALU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL17,No Fix #GP May be Serviced Before an Instruction Breakpoint,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL18,Unexpected #PF Exception Might Be Serviced Before a #GP Exception,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL19,WRMSR to Reserved Bits of IA32_L3_QOS_Mask_15 May Not Signal a #GP,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL20,VMX-Preemption Timer May Not Work if Configured With a Value of,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL21,Setting MISC_FEATURE_CONTROL.DISABLE_THREE_STRIKE_CNT Does Not,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL22,N/A. Erratum has been removed.,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
Alder Lake,Intel,2021,ADL23,Unable to Transmit Modified Compliance Test Pattern at 2.5 GT/S or 5.0,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,682436-037US,https://cdrdv2.intel.com/v1/dl/getContent/682436,ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0,2026-08-24T09:39:07.847358+00:00
