# SYNTHETIC DATA. NOT A MEASUREMENT. DO NOT CITE AS EVIDENCE.
# Every numeric value in this file was generated by _gaussian_noise(key, mean, sigma)
# in data/scrapers/mine_eda_seed_dispersion.py.
# No EDA tool was invoked. The OpenROAD, Yosys and OpenSTA version strings in the original header are literals in the generating script. For a real measurement of the same phenomenon see data/studies/06-eda-seed-dispersion/openroad_gcd_placement_seed_pilot.csv
#
# Retained only so the illustrative figure that used it can be traced and withdrawn.
# Quarantined 2026-09-03. See FABRICATED-CLAIM-TRACE.md at the repo root.
#
design_name,toolchain,process_node,random_seed,thread_count,os_kernel,clock_period_ns,worst_negative_slack_ns,total_negative_slack_ns,cell_area_um2,total_wirelength_um,runtime_s,peak_memory_mb,drc_violations,dispersion_spread_pct,qor_composite_score,extraction_timestamp
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,18,4,Darwin 26.4.0 (macOS),0.8,-0.0058,-0.065,6473.09,42069.2,36.38,450.9,0,2.11,1.016,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,19,8,Linux 5.15.0-generic,0.8,-0.0316,-0.27,6448.5,41279.7,21.27,485.1,0,0.193,1.0246,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,20,16,Linux 6.6.14-generic,0.8,-0.013,-0.111,6413.18,39144.6,13.84,507.8,0,-4.989,0.9831,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,21,1,Darwin 26.4.0 (macOS),0.8,-0.0218,-0.245,6526.67,41060.5,105.26,385.0,0,-0.339,1.0182,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,22,4,Linux 5.15.0-generic,0.8,-0.0239,-0.28,6436.35,41382.8,35.42,441.5,0,0.444,1.0195,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,23,8,Linux 6.6.14-generic,0.8,-0.0206,-0.204,6488.7,40846.5,22.29,485.3,0,-0.858,1.013,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,24,16,Darwin 26.4.0 (macOS),0.8,-0.0179,-0.201,6476.77,40463.0,15.2,503.5,0,-1.789,1.0057,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,25,1,Linux 5.15.0-generic,0.8,-0.0217,-0.234,6470.28,41689.1,88.53,390.7,0,1.187,1.0232,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,26,4,Linux 6.6.14-generic,0.8,-0.0211,-0.209,6356.22,41882.3,36.68,450.5,0,1.656,1.0197,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,27,8,Darwin 26.4.0 (macOS),0.8,-0.0302,-0.34,6480.12,42698.4,24.77,480.7,0,3.637,1.0422,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,28,16,Linux 5.15.0-generic,0.8,-0.0332,-0.284,6362.56,40526.2,15.59,504.8,0,-1.635,1.0127,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,29,1,Linux 6.6.14-generic,0.8,-0.0091,-0.061,6481.47,41710.6,87.04,387.8,0,1.239,1.0145,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,30,4,Darwin 26.4.0 (macOS),0.8,-0.0322,-0.362,6467.38,41180.9,33.85,443.9,0,-0.046,1.0247,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,31,8,Linux 5.15.0-generic,0.8,-0.0143,-0.142,6472.96,40153.2,20.94,480.5,0,-2.541,0.9991,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,32,16,Linux 6.6.14-generic,0.8,-0.0466,-0.671,6437.31,41365.6,13.75,515.3,0,0.402,1.0364,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,33,1,Darwin 26.4.0 (macOS),0.8,-0.0164,-0.185,6526.76,41752.2,94.06,382.5,0,1.34,1.0226,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,34,4,Linux 5.15.0-generic,0.8,-0.024,-0.173,6469.51,41210.4,32.3,452.6,0,0.025,1.019,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,35,8,Linux 6.6.14-generic,0.8,0.0011,0.0,6421.74,41229.7,20.5,485.3,0,0.072,0.999,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,36,16,Darwin 26.4.0 (macOS),0.8,-0.028,-0.378,6416.67,42407.0,20.47,512.5,4,2.93,1.0341,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,37,1,Linux 5.15.0-generic,0.8,0.0255,0.0,6463.03,41855.7,89.33,384.9,0,1.592,1.0086,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,38,4,Linux 6.6.14-generic,0.8,-0.0112,-0.071,6471.03,42516.5,38.77,444.1,0,3.195,1.0254,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,1,1,Linux 5.15.0-generic,1.2,0.0096,0.0,246774.27,2001938.7,239.11,922.1,0,2.14,1.0116,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,2,4,Linux 6.6.14-generic,1.2,0.0245,0.0,246917.83,1931068.1,90.82,1092.7,0,-1.476,0.9937,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,3,8,Darwin 26.4.0 (macOS),1.2,0.0113,0.0,248326.45,1989480.5,56.89,1163.7,0,1.504,1.0104,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,4,16,Linux 5.15.0-generic,1.2,0.0344,0.0,246461.57,1970552.1,37.62,1244.9,0,0.538,1.0033,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,5,1,Linux 6.6.14-generic,1.2,0.0229,0.0,248700.5,1953694.7,231.67,932.5,0,-0.322,1.0017,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,6,4,Darwin 26.4.0 (macOS),1.2,0.0291,0.0,246514.91,1902325.2,94.16,1068.4,0,-2.943,0.9859,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,7,8,Linux 5.15.0-generic,1.2,0.023,0.0,246791.78,1997390.2,61.4,1156.6,1,1.908,1.0105,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,8,16,Linux 6.6.14-generic,1.2,-0.0084,-0.076,248164.26,1927091.3,37.51,1231.6,0,-1.679,0.9984,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,9,1,Darwin 26.4.0 (macOS),1.2,0.0238,0.0,248142.55,1958871.3,247.0,944.1,0,-0.058,1.0023,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,10,4,Linux 5.15.0-generic,1.2,0.0313,0.0,246775.47,2061678.2,94.22,1078.8,0,5.188,1.0269,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,11,8,Linux 6.6.14-generic,1.2,0.0205,0.0,242362.31,1944253.2,58.37,1151.2,0,-0.803,0.9915,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,12,16,Darwin 26.4.0 (macOS),1.2,0.0131,0.0,248399.83,1929697.7,34.72,1222.3,0,-1.546,0.9952,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,13,1,Linux 5.15.0-generic,1.2,0.0003,0.0,245935.63,1990334.7,237.65,943.5,0,1.548,1.0077,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,14,4,Linux 6.6.14-generic,1.2,0.0234,0.0,246831.92,1922229.8,97.51,1089.9,0,-1.927,0.9914,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,15,8,Darwin 26.4.0 (macOS),1.2,0.0091,0.0,245526.43,1945712.5,57.7,1170.8,0,-0.729,0.9958,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,16,16,Linux 5.15.0-generic,1.2,-0.0044,-0.04,246545.56,2044360.2,35.98,1215.6,0,4.304,1.0244,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,17,1,Linux 6.6.14-generic,1.2,0.0156,0.0,247003.56,1924086.1,236.97,932.6,0,-1.832,0.9921,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,18,4,Darwin 26.4.0 (macOS),1.2,0.0093,0.0,246449.76,2080141.7,205.0,1069.5,12,6.13,1.0312,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,19,8,Linux 5.15.0-generic,1.2,0.0365,0.0,248797.87,2062056.0,125.08,1152.9,13,5.207,1.0294,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,20,16,Linux 6.6.14-generic,1.2,0.0203,0.0,245858.17,2004732.5,40.83,1240.6,1,2.282,1.0112,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,21,1,Darwin 26.4.0 (macOS),1.2,-0.0154,-0.159,245409.06,1881866.7,251.36,931.2,0,-3.986,0.987,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,22,4,Linux 5.15.0-generic,1.2,0.0093,0.0,247525.79,1885489.0,81.62,1073.8,0,-3.802,0.9829,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,23,8,Linux 6.6.14-generic,1.2,0.0217,0.0,246666.85,1888678.3,58.78,1168.8,0,-3.639,0.9826,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,24,16,Darwin 26.4.0 (macOS),1.2,-0.0158,-0.1,244172.88,1989383.9,40.72,1221.9,0,1.499,1.0132,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,25,1,Linux 5.15.0-generic,1.2,-0.0193,-0.182,245795.89,1983261.2,258.78,923.0,0,1.187,1.0153,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,26,4,Linux 6.6.14-generic,1.2,0.0083,0.0,246632.0,1967289.6,85.62,1076.6,0,0.372,1.0026,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,27,8,Darwin 26.4.0 (macOS),1.2,-0.0017,-0.013,248529.84,1970491.2,68.24,1168.8,0,0.535,1.0066,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,28,16,Linux 5.15.0-generic,1.2,0.0019,0.0,245526.43,1947063.4,36.7,1242.8,0,-0.66,0.9961,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,29,1,Linux 6.6.14-generic,1.2,-0.0133,-0.096,247001.89,1960389.3,238.27,921.1,0,0.02,1.008,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,30,4,Darwin 26.4.0 (macOS),1.2,-0.0114,-0.128,249191.8,1984001.9,90.07,1067.3,0,1.225,1.0157,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,31,8,Linux 5.15.0-generic,1.2,0.0199,0.0,247985.93,2002418.5,63.35,1143.8,1,2.164,1.0132,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,32,16,Linux 6.6.14-generic,1.2,0.0239,0.0,246977.66,1984475.8,37.06,1217.5,0,1.249,1.0074,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,33,1,Darwin 26.4.0 (macOS),1.2,0.0313,0.0,247163.34,2001445.7,258.0,939.5,0,2.115,1.012,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,34,4,Linux 5.15.0-generic,1.2,0.0067,0.0,243558.53,1952192.5,94.27,1079.4,0,-0.398,0.995,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,35,8,Linux 6.6.14-generic,1.2,0.0029,0.0,248363.92,1988276.0,61.18,1145.0,0,1.443,1.0101,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,36,16,Darwin 26.4.0 (macOS),1.2,0.0006,0.0,248108.4,1970607.3,39.39,1232.1,0,0.541,1.0053,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,37,1,Linux 5.15.0-generic,1.2,0.0274,0.0,244622.57,1930769.5,227.84,944.5,0,-1.491,0.9909,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,38,4,Linux 6.6.14-generic,1.2,0.0289,0.0,244992.11,1937673.6,90.07,1069.9,0,-1.139,0.9931,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,1,1,Linux 5.15.0-generic,6.0,-0.1898,-2.306,519806.62,4441670.1,408.16,1155.0,0,4.51,1.0461,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,2,4,Linux 6.6.14-generic,6.0,-0.0136,-0.165,509446.98,4225257.3,137.35,1346.9,0,-0.582,0.997,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,3,8,Darwin 26.4.0 (macOS),6.0,-0.0761,-0.856,518520.84,4346395.4,105.65,1429.2,1,2.268,1.0228,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,4,16,Linux 5.15.0-generic,6.0,-0.1555,-1.19,507451.82,4306060.6,57.76,1520.4,0,1.319,1.0195,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,5,1,Linux 6.6.14-generic,6.0,-0.0198,-0.107,517215.99,4374302.5,339.97,1158.8,0,2.925,1.0197,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,6,4,Darwin 26.4.0 (macOS),6.0,-0.0431,-0.369,507683.9,4199418.6,152.64,1362.0,0,-1.19,0.9958,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,7,8,Linux 5.15.0-generic,6.0,-0.1749,-2.204,507722.61,4243422.9,91.36,1449.3,0,-0.155,1.0142,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,8,16,Linux 6.6.14-generic,6.0,-0.0476,-0.578,512912.62,4180136.6,55.58,1529.7,0,-1.644,0.9971,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,9,1,Darwin 26.4.0 (macOS),6.0,-0.0449,-0.465,514241.88,4184050.6,402.68,1155.7,0,-1.552,0.998,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,10,4,Linux 5.15.0-generic,6.0,-0.0173,-0.187,515191.79,4398390.5,153.12,1337.9,0,3.492,1.0211,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,11,8,Linux 6.6.14-generic,6.0,-0.1887,-1.613,514220.34,4227681.2,86.18,1429.4,0,-0.525,1.0175,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,12,16,Darwin 26.4.0 (macOS),6.0,-0.1551,-1.466,523660.21,4445088.2,59.18,1529.0,0,4.59,1.0453,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,13,1,Linux 5.15.0-generic,6.0,-0.3331,-4.797,512064.44,4280751.3,338.36,1151.2,0,0.724,1.037,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,14,4,Linux 6.6.14-generic,6.0,-0.0883,-0.795,513668.63,4212277.4,140.92,1368.7,0,-0.888,1.0054,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,15,8,Darwin 26.4.0 (macOS),6.0,-0.0972,-1.006,511310.82,4358340.0,95.61,1433.2,0,2.549,1.0221,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,16,16,Linux 5.15.0-generic,6.0,-0.0114,-0.092,506382.81,4296928.9,57.82,1557.2,0,1.104,1.0034,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,17,1,Linux 6.6.14-generic,6.0,-0.0316,-0.199,515109.74,4357754.7,387.22,1173.6,0,2.535,1.0177,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,18,4,Darwin 26.4.0 (macOS),6.0,-0.1071,-0.723,507739.65,4248604.6,159.82,1358.9,0,-0.033,1.008,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,19,8,Linux 5.15.0-generic,6.0,-0.1982,-1.605,513887.17,4224682.8,91.85,1441.4,0,-0.596,1.0179,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,20,16,Linux 6.6.14-generic,6.0,-0.1236,-1.112,511052.7,4214843.2,57.41,1536.5,0,-0.827,1.0077,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,21,1,Darwin 26.4.0 (macOS),6.0,-0.1315,-1.361,508677.06,4198642.1,400.98,1178.2,0,-1.208,1.0052,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,22,4,Linux 5.15.0-generic,6.0,-0.0939,-1.141,513997.01,4085219.3,139.83,1347.3,0,-3.877,0.9912,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,23,8,Linux 6.6.14-generic,6.0,-0.0338,-0.274,515329.81,4100425.8,84.0,1452.8,0,-3.519,0.9877,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,24,16,Darwin 26.4.0 (macOS),6.0,-0.1293,-1.338,512382.06,4271029.2,57.4,1545.3,0,0.495,1.0156,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,25,1,Linux 5.15.0-generic,6.0,-0.0352,-0.222,514791.84,4324098.8,399.76,1154.8,0,1.744,1.0139,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,26,4,Linux 6.6.14-generic,6.0,-0.1733,-1.404,520381.89,4189308.6,144.42,1358.2,0,-1.428,1.0151,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,27,8,Darwin 26.4.0 (macOS),6.0,-0.068,-0.428,515058.32,4214731.6,104.65,1456.7,0,-0.83,1.0044,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,28,16,Linux 5.15.0-generic,6.0,0.0232,0.0,509074.02,4257311.2,57.62,1548.9,0,0.172,0.9991,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,29,1,Linux 6.6.14-generic,6.0,-0.1375,-1.794,509173.71,4137975.7,359.59,1168.0,0,-2.636,0.9989,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,30,4,Darwin 26.4.0 (macOS),6.0,-0.3232,-3.054,514278.61,4223653.1,144.19,1355.7,0,-0.62,1.0306,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,31,8,Linux 5.15.0-generic,6.0,-0.1409,-1.014,515281.74,4281254.3,94.82,1429.1,0,0.735,1.0197,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,32,16,Linux 6.6.14-generic,6.0,-0.1056,-0.808,514267.03,4226985.1,60.92,1534.9,0,-0.542,1.0092,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,33,1,Darwin 26.4.0 (macOS),6.0,-0.0647,-0.495,516472.12,4200112.7,373.64,1156.7,0,-1.174,1.0032,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,34,4,Linux 5.15.0-generic,6.0,0.0408,0.0,510981.25,4169765.6,155.76,1349.2,0,-1.888,0.99,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,35,8,Linux 6.6.14-generic,6.0,-0.0524,-0.424,515258.48,4304990.8,96.85,1445.0,0,1.294,1.0136,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,36,16,Darwin 26.4.0 (macOS),6.0,-0.0737,-0.497,513515.28,4135553.3,65.14,1519.1,0,-2.693,0.9948,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,37,1,Linux 5.15.0-generic,6.0,-0.146,-1.643,511886.96,4311526.4,384.62,1153.9,0,1.448,1.0218,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,38,4,Linux 6.6.14-generic,6.0,-0.231,-1.767,517732.4,4278659.1,143.04,1366.1,0,0.674,1.0298,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,1,1,Linux 5.15.0-generic,0.5,-0.0104,-0.084,18248.08,155081.5,310.19,992.5,0,-1.847,1.0008,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,2,4,Linux 6.6.14-generic,0.5,-0.0177,-0.215,18455.87,155617.7,106.17,1167.5,0,-1.508,1.0146,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,3,8,Darwin 26.4.0 (macOS),0.5,-0.0114,-0.123,18500.26,151660.3,74.07,1228.9,0,-4.012,0.9953,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,4,16,Linux 5.15.0-generic,0.5,-0.023,-0.207,18386.46,151962.5,45.26,1338.4,0,-3.821,1.0083,2026-08-24T09:47:07.545834+00:00
SystolicArray_16x16,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,5,1,Linux 6.6.14-generic,0.5,-0.0283,-0.318,18396.16,157637.2,297.99,1000.0,0,-0.23,1.0327,2026-08-24T09:47:07.545834+00:00
