corpus_category,dataset_name,repository_url,repository_commit,source_path,source_sha256,module_name,clean_loc,concrete_syntax_nodes,concrete_syntax_depth,syntax_diagnostic_count,syntax_diagnostic_codes,syntax_tree_valid,event_control_signal_count,clock_like_event_signal_count,clock_like_event_signals,recognized_cdc_primitive_mentions,hierarchy_instantiation_count,resolved_internal_submodule_instantiations,ambiguous_internal_submodule_instantiations,internal_hierarchy_depth,extraction_timestamp
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_core.sv,a9c21d26f042a84eace2dfbc1e0f08960965a93ffe5f5af8c3db569247a76db6,otbn_core,991,9389,15,25,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,13,13,0,7,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_decoder.sv,3bb985ae120c8292c3a79005cd902ccee66cc3ed24996eb076493357097f6d0f,otbn_decoder,865,8254,24,8,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_instruction_fetch.sv,64a5efb248c934fd6481671687e721140a91a0a7a88487c9d0249e2e773ef70d,otbn_instruction_fetch,340,3108,19,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,13,4,9,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_kmac_if.sv,596caba672b3d0a9f4f9356cfff2eeff24cf46c4d9830c8aea52c3d81e8b0052,otbn_kmac_if,586,6103,17,4,DiagCode(UnknownDirective),1,1,1,clk_i,0,9,9,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_loop_controller.sv,58a7e88c16e3d0568d9041412bbf3fec65dbc69296402faf5e1a32de4a3990e9,otbn_loop_controller,201,2213,12,6,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,6,4,2,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_lsu.sv,d4110985ff783321d3ad30f41d99b69e12a513cbb204d7b388202313c70b9af1,otbn_lsu,82,1125,13,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_mac_bignum.sv,b9e186f8cfb1399defa03c3d24eb354842ccf4cdf16b221b277597157a5c4b17,otbn_mac_bignum,381,5202,12,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,21,21,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_mac_bignum_fsm.sv,de3c9cccdfcd60a5b425723cc41c67505a93b5b4f0587b70fa5683862fa84b5d,otbn_mac_bignum_fsm,237,3085,13,1,DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_mai.sv,3c7b56fb38dbc536b276bfabf13513bbf3dc9877e2da01c48471b2246c63c092,otbn_mai,394,4062,15,2,DiagCode(UnknownDirective),1,1,1,clk_i,0,11,11,0,6,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_mask_accelerator.sv,110c0f6f98c77a117f2b16d7e700d0ed00cd4cc86ea5b8baa3b659237e35fcde,otbn_mask_accelerator,236,2088,12,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,12,7,5,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_mod_result_selector.sv,c94c23ca4eecd29e7093759788b8f70b370afc76b1aaa113ad1bdb5944aa87b8,otbn_mod_result_selector,33,424,13,0,,1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_predecode.sv,1a187375492242b8e602fa5f5056d10bfc773427baa0e764b1c1eafd57baee1a,otbn_predecode,687,7574,22,4,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,5,5,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_reg_top.sv,b769574cf0849a1b5904372df0bc252837ddc5b011d7c57ecc80b607b43c6541,otbn_reg_top,924,10043,27,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,42,42,0,6,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_rf_base.sv,846ece56dc8d33365404ef12bf7b7c207b068e1feced2f5abc08610858ec6968,otbn_rf_base,141,1354,10,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,6,6,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_rf_base_ff.sv,4995039d3aeb29cdc11d33992499966b016c25f44591fd2bcb2930fe8335bcec,otbn_rf_base_ff,62,653,12,0,,1,1,1,clk_i,0,2,1,1,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_rf_base_fpga.sv,9f36891cd9b3bbcf695e716d9afa7e45b901d0fffa9a04635240b8063517682b,otbn_rf_base_fpga,43,507,11,0,,1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_rf_bignum.sv,50af344f03e0e40c4a812e60c9b26abbafe19083bfbed59ae2e0446280f9cad5,otbn_rf_bignum,116,1167,12,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,9,8,1,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_rf_bignum_ff.sv,84422c877989fc415e465a61f739e0e03a73053c5dfc157a4a559dbdf9d9572a,otbn_rf_bignum_ff,95,1087,14,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,6,4,2,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_rf_bignum_fpga.sv,8bc292efd5cfb22c7a0e2e923f7fb542d0ad9cc32134c58451f0b952115f9c17,otbn_rf_bignum_fpga,38,539,16,0,,1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_rnd.sv,719c4ac541e665353d87b00b6cbb51c25ca66838aac05e571a9b23bd8710a950,otbn_rnd,233,2423,11,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,2,2,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_scramble_ctrl.sv,787a6576a784f4163f7f3205fad6b2a15ba07fea84b3bcd45b481cca138f591b,otbn_scramble_ctrl,198,1746,12,2,DiagCode(UnknownDirective),1,1,1,clk_i,0,1,1,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_sec_add.sv,88030fd6c82a8a8ca387ba95bf02fcabab89113c1ea1c91fd464e67a7e008f9b,otbn_sec_add,214,3397,20,2,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,13,3,10,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_sec_add_mod.sv,640d71ad92d398af1cfb3aef7bf6175d5203d0645592b7e432fd07364fdc8a70,otbn_sec_add_mod,130,1743,12,0,,1,1,1,clk_i,0,5,4,1,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_stack.sv,a5ddb2e127a4011b22f6381a978336ecab8c33c70165839d5cde3e61f54dd44c,otbn_stack,86,963,11,0,,1,1,1,clk_i,0,2,1,1,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_start_stop_control.sv,2cd3680c002f4a438dcfe6395f3d7392f2fa553039c85d0689359ea099c92386,otbn_start_stop_control,347,3152,17,6,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,2,2,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_vec_adder.sv,63a996807e61735ae393248a8a02c33bf324a9d3c12d112cadae8193ec5cd28a,otbn_vec_adder,43,645,12,1,DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_vec_multiplier.sv,a7b74b4e140aae8db3351eee76d474c5fc9d64579eb46fbbf09d16d7bffc4195,otbn_vec_multiplier,25,556,14,1,DiagCode(CouldNotOpenIncludeFile),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_vec_shifter.sv,f00071ea7a91627dc317b45193b3c9b9138ec9eb5c7d15f09e5c0d02432ce823,otbn_vec_shifter,58,767,15,0,,1,0,0,,0,2,2,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otbn/rtl/otbn_vec_transposer.sv,3dadf90910fd94a5f969b3a3f747f60beed27c1f94aa771a8af49831fb5ee5af,otbn_vec_transposer,54,957,12,2,DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otp_macro/rtl/otp_macro.sv,42111ce87debd98c72e7f6fac0d841a866d8a3fb5dfb32199544e7c0e589c534,otp_macro,365,3408,18,21,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,4,4,0,6,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/otp_macro/rtl/otp_macro_prim_reg_top.sv,a616297700dba2318c2c3cf320d04508f090874c97efcd8ca60e45d71afca317,otp_macro_prim_reg_top,1006,10783,24,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,44,44,0,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/pattgen/rtl/pattgen.sv,e6f8193f7676a46bee1042385a10b4a0068c3bfbfba3ccfda72f72f59eefb305,pattgen,72,626,11,15,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,3,3,0,6,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/pattgen/rtl/pattgen_chan.sv,da8994101fa4b7d6d6e1a4e639080349fc38cd6d30504ee9b0d57f7fd55d3d70,pattgen_chan,134,1496,14,0,,1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/pattgen/rtl/pattgen_core.sv,d0eb93298adf98121925bd551149a86419cbefe6b57ea8f37eb1545252112675,pattgen_core,80,1106,9,0,,1,0,0,,0,4,4,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/pattgen/rtl/pattgen_reg_top.sv,77f034b93c8f0183ee4dfbd1ec02fcee692bbb719701047a60b819efc4104a1c,pattgen_reg_top,710,7557,28,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,29,29,0,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/pre_dv/prim_ascon/prim_ascon_duplex_tb/rtl/prim_ascon_duplex_tb.sv,6353db93797b819b5918a0aac393f4544dc1c49e722503e3debdad093c888985,prim_ascon_duplex_tb,310,3385,17,0,,1,1,1,clk_i,0,1,1,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/pre_dv/prim_ascon/prim_ascon_round_tb/rtl/prim_ascon_round_tb.sv,6e6ab7f81f5084554ce9c9524edd0967422d00c7d826db2ad311fb407ff8173c,prim_ascon_round_tb,65,746,13,0,,1,1,1,clk_i,0,1,1,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/pre_dv/prim_sync_reqack/rtl/prim_sync_reqack_tb.sv,78eaedd4810b25907f10e786cd29f67aa82e06aae1b7e5d03e7dc1be1f6b4ea1,prim_sync_reqack_tb,143,1716,16,0,,1,4,4,clk_dst;clk_i;clk_slow;clk_src,1,1,1,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/pre_dv/prim_trivium/rtl/prim_trivium_tb.sv,73d2392735896d8f8149cc29768382eb5c3b786daa2a6d60091e4a6395c1e61e,prim_trivium_tb,296,3104,19,0,,1,1,1,clk_i,0,6,6,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_alert_receiver.sv,939ef1b7c657fe26c9c44baa02fc24e9f1874caaaec22433383106561dd29f61,prim_alert_receiver,315,3990,21,0,,1,1,1,clk_i,0,4,4,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_alert_sender.sv,288561001fd344dffb0d935cf85de264ca16e1296f1f30fdc8386659a9683b98,prim_alert_sender,323,4107,20,0,,1,1,1,clk_i,0,6,6,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_alert_to_diff.sv,f84e19ec71add865fd2ecf4a35cf3c2d105cf31e9ee4141f0e5276ce4336a8b2,prim_alert_to_diff,37,252,7,0,,1,0,0,,0,2,2,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_arbiter_fixed.sv,17cc878a5e7846d7c558c49da2fd45cecdd1014c389b0e50741f523ca62fe582,prim_arbiter_fixed,145,2527,19,0,,1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_arbiter_ppc.sv,20c831d4b8b8d7d9ef87bcd24f1b6dd0c5a4db95acc8ce1feb0ac75505016e99,prim_arbiter_ppc,155,2512,25,0,,1,1,1,clk_i,0,1,1,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_arbiter_tree.sv,cad891e0479a377896ecbcddaf6dd7d5b9aa6e5b18ba23654b61795fcf3083e1,prim_arbiter_tree,181,3264,25,0,,1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_arbiter_tree_dup.sv,6bc08dc541b6682c2976af4c7ef5e4367f92528c604d912ddf8e2202ffa792dd,prim_arbiter_tree_dup,100,1133,15,0,,1,1,1,clk_i,0,4,2,2,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_ascon_duplex.sv,b393860ca6465059f96e335dfabb7e59543cda31556a94e592f91b4b465a5927,prim_ascon_duplex,469,4562,18,1,DiagCode(UnknownDirective),1,1,1,clk_i,0,2,2,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_ascon_round.sv,a778ef853e5689a02c46b4e5943f7da905e937df73662484aa24fd38e2f5fc13,prim_ascon_round,47,1362,11,0,,1,0,0,,0,1,1,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_ascon_sbox.sv,c2008c23371e4d010f41e06612acb017c2d476bb7fb541a01432fd38c290bcf4,prim_ascon_sbox,26,665,12,0,,1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_blanker.sv,14792d96db2f0ea69d14aa89bebc53c3f822d2c6e6f7ab5cfbdadae531775a00,prim_blanker,13,124,10,0,,1,0,0,,0,1,0,1,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_cdc_rand_delay.sv,6b0f9f46a5559a354c9770e6eb7a4721b50b09d40d34b4efb62218c7a777829c,prim_cdc_rand_delay,12,124,10,0,,1,0,0,,1,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_clock_gating_sync.sv,aa0783c5253ab607ea436193e520f82168bd926504f62eaaa68dd3f1c8e2edd7,prim_clock_gating_sync,23,131,6,0,,1,0,0,,2,2,1,1,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_clock_meas.sv,50ccc8f117ec65aeb09906b4bc29d48cf5c02ea7370c438be580eaddea58024b,prim_clock_meas,184,1688,18,0,,1,1,1,clk_i,3,5,5,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_clock_timeout.sv,a67b2adab3eeaa7893c4039b23371dff67245bc48a0391655449909e2c1527eb,prim_clock_timeout,47,426,15,0,,1,1,1,clk_i,0,2,1,1,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_count.sv,b48580aefff674a48a674489c9b21a98d5399ca5b4c7623f3a7c907a75d8f0cb,prim_count,242,4349,28,0,,1,1,1,clk_i,0,1,0,1,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_crc32.sv,3b5cda9e6b2622320f88cc2b84077e6d38e3cb5af44bc71c211a99273eb9fd9f,prim_crc32,298,4585,16,0,,1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_diff_decode.sv,e3ed6f83329589eed061c893d8b9ad1e00e975e23e9347ed31f68b50f0822d6d,prim_diff_decode,259,3761,22,0,,1,1,1,clk_i,3,3,2,1,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_diff_encode.sv,ad20569f853e3ed67df0cdc4f1f9ca843023586292d4ada17207d9f96bb649bb,prim_diff_encode,42,286,7,0,,1,0,0,,0,4,2,2,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_diff_to_alert.sv,054f968e07473be95624c2478061463c1c1fe0dc77930d55787cdcf0f208b90f,prim_diff_to_alert,51,386,9,0,,1,0,0,,1,3,3,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_dom_and_2share.sv,31d20ed656e7f79976cbd688d94123edd0c60dd816d98d979d027e981529323c,prim_dom_and_2share,83,1182,20,0,,1,1,1,clk_i,0,4,0,4,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_double_lfsr.sv,437a24dacff2360c4392dd9d38650030b2122c35fbe207a4aba44b277a11fa97,prim_double_lfsr,68,800,11,0,,1,0,0,,0,3,1,2,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_edge_detector.sv,a4df5485f3f07427990b672a3745a9d94581479371b98f60903bf9805907fb22,prim_edge_detector,35,362,10,0,,1,1,1,clk_i,2,1,1,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_edn_req.sv,2ee245e6c5469224ad35a2a53cd3a83ca2a5268277e9df5d7b819b8bbaec7fd1,prim_edn_req,141,1559,14,0,,1,2,1,clk_i,1,2,2,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_esc_receiver.sv,96ba9b0a2fd33c274e818ceb50a934dd8399a63a9d7a6222fa6f694368d9b418,prim_esc_receiver,223,2725,19,0,,1,1,1,clk_i,0,5,4,1,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_esc_sender.sv,048948b089946822e8f2bc0b54ae81fb21a48e522b1c7bd97adb6894eeef8d01,prim_esc_sender,234,2982,16,0,,1,1,1,clk_i,0,3,3,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_fifo_async.sv,0fde480a5f513a4273540e0d70c7502d0e179b759414e3020c8d4d3d349cf6c7,prim_fifo_async,207,3028,21,0,,1,2,2,clk_rd_i;clk_wr_i,2,2,2,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,OpenTitan,https://github.com/lowRISC/opentitan,e3f3234aa3772760cdf40e79a8ae4471b6b02213,hw/ip/prim/rtl/prim_fifo_async_simple.sv,e7353e3478250d7e1371cce6e43f13cc606b8e843a068899564470ff13916052,prim_fifo_async_simple,86,753,10,0,,1,2,2,clk_rd_i;clk_wr_i,1,1,1,0,3,2026-08-25T21:44:32.712049+00:00
